app_id,avg_m1,avg_m2,avg_m3,peak_m1,peak_m2,peak_m3,is_free,price_usd,age_months,age_since_release_months,genres,categories,pred_p10_players,pred_p50_players,pred_p90_players,row_error
1282270,2750.88,2429.44,2363.95,5234.0,5729.0,4555.0,1,,5,,['Action' 'Massively Multiplayer' 'Free To Play'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Steam Trading Cards' 'Captions available'
 'In-App Purchases']",1644.2786403434563,2597.9044088001165,4254.434681142706,
2434730,69.48,89.71,128.2,134.0,147.0,205.0,0,0.79,5,,"['Action' 'Indie' 'Animation & Modeling' 'Design & Illustration'
 'Utilities']",['Single-player' 'Steam Workshop' 'Partial Controller Support'],66.7844468470899,147.35099914513097,336.5266005711463,
470220,212.5,243.45,214.93,502.0,632.0,519.0,0,3.99,5,,['Casual'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Shared/Split Screen PvP' 'Co-op' 'Online Co-op'
 'Shared/Split Screen Co-op' 'Steam Achievements'
 'Full controller support' 'Steam Trading Cards' 'Remote Play on Phone'
 'Remote Play on Tablet' 'Remote Play on TV' 'Remote Play Together']",199.78980452776653,258.234151530267,387.1819944859406,
799600,570.96,462.91,472.63,961.0,838.0,2085.0,0,19.99,5,,['Simulation' 'Strategy' 'Early Access'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'LAN PvP' 'Co-op'
 'Online Co-op' 'LAN Co-op' 'Steam Workshop' 'Camera Comfort'
 'Color Alternatives' 'Custom Volume Controls' 'Adjustable Difficulty'
 'Playable without Timed Input' 'Save Anytime' 'Steam Cloud'
 'Family Sharing']",338.42289096950395,418.30031552021103,641.7660583879892,
242050,843.49,884.86,1152.37,1820.0,1976.0,2631.0,0,39.99,5,,['Action' 'Adventure'],"['Single-player' 'Multi-player' 'Steam Achievements' 'In-App Purchases'
 'Stereo Sound' 'Surround Sound']",760.053148479989,1164.6510804261382,1913.0559313712338,
1549970,575.37,316.81,242.98,2300.0,791.0,539.0,0,5.99,5,,['Action' 'RPG'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Full controller support' 'Steam Cloud' 'Family Sharing']",192.22399945965736,277.7054264891714,505.00236361272056,
2842040,824.14,706.55,612.72,2423.0,1906.0,1676.0,0,20.99,5,,['Action' 'Adventure'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Captions available' 'In-App Purchases' 'HDR available']",421.54974707176694,694.477178071206,1237.8070097994014,
48190,341.96,278.08,298.72,801.0,546.0,580.0,0,4.99,5,,['Action' 'Adventure'],['Single-player' 'Multi-player' 'Partial Controller Support'],230.68355065617035,343.8029118189519,446.0682315620604,
1211020,695.06,777.17,831.9,1535.0,1466.0,1436.0,0,24.99,5,,['Action' 'Adventure' 'Casual' 'Indie' 'Simulation'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Shared/Split Screen Co-op' 'Shared/Split Screen' 'Steam Achievements'
 'Full controller support' 'Steam Trading Cards' 'Steam Workshop'
 'Steam Cloud' 'Remote Play on TV' 'Family Sharing']",581.0012122942925,873.2655182832397,1172.8380817762309,
1238810,7097.18,6012.66,6337.49,20249.0,16073.0,14940.0,0,49.99,5,,['Action'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Steam Achievements'
 'Full controller support' 'Steam Trading Cards' 'HDR available']",4498.395367667713,6958.009484643742,11984.864833113112,
359550,51085.1,80447.23,74145.09,88409.0,141309.0,111052.0,1,,5,,['Action' 'Free To Play'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Full controller support' 'Steam Trading Cards' 'In-App Purchases'
 'Remote Play on Phone' 'Remote Play on Tablet']",46062.12230637247,66230.95568932447,114337.678973836,
800270,383.54,376.13,363.95,711.0,712.0,686.0,0,19.99,5,,['Strategy'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Shared/Split Screen PvP' 'Steam Achievements' 'Steam Turn Notifications'
 'Remote Play Together' 'Family Sharing']",296.56619781471545,393.4530906684694,485.30525394735196,
2186320,321.07,300.23,276.51,643.0,495.0,502.0,0,6.99,5,,['Casual' 'Indie' 'Simulation' 'Early Access'],"['Single-player' 'Steam Achievements' 'Steam Workshop' 'Camera Comfort'
 'Custom Volume Controls' 'Playable without Timed Input' 'Save Anytime'
 'Steam Cloud' 'Stats' 'Includes level editor' 'Family Sharing']",224.63831355527591,295.81419564856037,394.5548916579542,
646910,966.61,930.86,951.49,1781.0,1905.0,1669.0,0,8.99,5,,['Action' 'Massively Multiplayer' 'Racing'],"['Single-player' 'Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op'
 'Online Co-op' 'Steam Achievements' 'Captions available'
 'In-App Purchases' 'Partial Controller Support' 'Remote Play on Phone'
 'Remote Play on Tablet']",797.5369710409582,1020.088524665147,1535.9185327731163,
480490,393.66,298.72,305.63,859.0,546.0,584.0,0,29.99,5,,['Action' 'Adventure'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Color Alternatives' 'Save Anytime' 'Stereo Sound'
 'Surround Sound' 'Steam Cloud' 'Remote Play on TV' 'Family Sharing']",229.54022815854893,339.9646101298293,477.51873801081166,
865360,120.91,165.12,175.25,399.0,573.0,449.0,0,4.93,5,,['Adventure' 'Casual' 'Indie'],"['Multi-player' 'Co-op' 'Online Co-op' 'Cross-Platform Multiplayer'
 'Steam Achievements' 'Steam Trading Cards' 'Custom Volume Controls'
 'Subtitle Options' 'Partial Controller Support' 'Steam Cloud'
 'Family Sharing']",167.1096488526326,212.54722834695363,309.33364456647706,
1151340,6279.71,7466.73,6950.99,11556.0,13576.0,13062.0,0,39.99,5,,['RPG'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'In-App Purchases' 'Playable without Timed Input'
 'Stereo Sound' 'Surround Sound' 'Partial Controller Support'
 'Remote Play on Tablet']",5214.865699966612,7268.172548353799,9408.324823218438,
897330,501.17,499.99,477.58,863.0,797.0,795.0,1,,5,,['Casual' 'Indie' 'Free To Play'],['Single-player' 'Steam Achievements' 'Steam Cloud'],394.39141147330776,493.4090858415069,603.6649893460301,
1245560,461.65,276.24,225.23,1107.0,673.0,489.0,0,24.99,5,,['Indie' 'RPG' 'Simulation'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Partial Controller Support' 'Steam Cloud' 'Family Sharing']",154.81519414476614,274.1870042216138,384.0698543109814,
784080,699.95,644.66,938.41,1218.0,1439.0,1711.0,0,29.99,5,,['Action' 'Simulation'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Steam Workshop' 'Partial Controller Support'
 'Family Sharing']",624.8530411833128,932.2198251460981,1492.7684085551016,
1318690,206.03,296.39,719.06,368.0,561.0,2154.0,0,0.99,5,,['Casual' 'Indie' 'Simulation' 'Strategy'],"['Single-player' 'Steam Achievements' 'Adjustable Text Size'
 'Camera Comfort' 'Color Alternatives' 'Custom Volume Controls'
 'Keyboard Only Option' 'Mouse Only Option' 'Playable without Timed Input'
 'Save Anytime' 'Subtitle Options' 'Steam Cloud' 'Family Sharing']",197.14883775413193,373.4808265766903,945.2871962700133,
2384580,2103.57,1907.32,1799.1,5630.0,4847.0,4813.0,0,69.99,5,,['Action' 'RPG' 'Strategy'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Color Alternatives' 'Custom Volume Controls'
 'Adjustable Difficulty' 'Stereo Sound' 'Surround Sound' 'Steam Cloud'
 'HDR available' 'Family Sharing']",808.4924417580602,2013.0606075224334,3346.0099487231937,
1644320,265.65,305.79,361.15,515.0,764.0,750.0,0,49.99,5,,['Simulation' 'Strategy'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Steam Trading Cards' 'Partial Controller Support'
 'Steam Cloud' 'Stats' 'Steam Leaderboards' 'Family Sharing']",243.98015061113674,368.4557457758351,579.8657467600921,
585420,992.01,1137.34,1109.08,2029.0,2381.0,2008.0,0,24.99,5,,['Action' 'Adventure' 'Indie' 'Racing' 'Simulation'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Steam Trading Cards'
 'Steam Workshop' 'Steam Cloud' 'Steam Leaderboards' 'Remote Play on TV'
 'Family Sharing']",825.3598126405919,1195.4897593567982,1806.3582116021555,
1928980,266.22,198.78,221.79,585.0,460.0,459.0,0,5.99,5,,['Action' 'Adventure' 'RPG' 'Early Access'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op' 'LAN Co-op'
 'Steam Achievements' 'Partial Controller Support' 'Steam Cloud'
 'Family Sharing']",186.22975663972295,264.0668322808291,423.96846599989374,
632810,2840.24,2592.33,2647.54,5701.0,4542.0,4447.0,1,,5,,['Audio Production' 'Utilities'],['Game demo'],2131.9077918468975,2805.084514208057,4086.10855291406,
1817070,1236.94,1362.8,2348.74,2075.0,3890.0,4700.0,0,,5,,['Action' 'Adventure' 'Casual'],"['Single-player' 'Steam Achievements' 'Adjustable Text Size'
 'Camera Comfort' 'Color Alternatives' 'Custom Volume Controls'
 'Adjustable Difficulty' 'Playable without Timed Input' 'Save Anytime'
 'Stereo Sound' 'Subtitle Options' 'Surround Sound'
 'Partial Controller Support' 'Steam Cloud' 'Remote Play on TV'
 'Family Sharing']",1119.9259676497911,1900.5682405182167,3097.09737180885,
42700,356.09,419.47,403.9,720.0,772.0,683.0,0,39.99,5,,['Action'],"['Single-player' 'Multi-player' 'Co-op' 'Steam Achievements'
 'Partial Controller Support' 'Valve Anti-Cheat enabled' 'Family Sharing']",335.8888202900996,445.1074665547944,591.8115908904746,
1812620,4933.44,4765.39,4519.43,7263.0,6805.0,6507.0,0,9.99,5,,['Action' 'Adventure' 'Indie' 'Simulation' 'Utilities'],"['Single-player' 'Steam Achievements' 'Steam Workshop'
 'Partial Controller Support' 'Steam Cloud']",3721.236602845547,4679.512081149551,5313.522482447139,
433850,811.44,887.86,972.24,1113.0,1029.0,1031.0,1,,5,,['Action' 'Adventure' 'Free To Play' 'Massively Multiplayer'],['Multi-player' 'PvP' 'Online PvP' 'In-App Purchases'],735.9794184910465,992.5618479656616,1456.240033007767,
3620,232.53,216.52,219.08,390.0,294.0,286.0,0,4.99,5,,['Action' 'Casual'],['Single-player' 'Steam Achievements' 'Stats' 'Family Sharing'],214.70903537553144,236.92240052232344,330.56548002322444,
1577120,217.29,214.13,280.76,668.0,694.0,616.0,0,59.99,5,,['Adventure'],"['Single-player' 'Multi-player' 'Co-op' 'Shared/Split Screen Co-op'
 'Shared/Split Screen' 'Steam Achievements' 'Full controller support'
 'Family Sharing']",203.12196362259232,301.4649095365249,495.83842790914997,
325610,1716.96,1751.35,1752.48,3081.0,2951.0,2904.0,0,44.99,5,,['Strategy'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'LAN PvP' 'Co-op'
 'Online Co-op' 'LAN Co-op' 'Steam Achievements' 'Steam Trading Cards'
 'Camera Comfort' 'Custom Volume Controls' 'Adjustable Difficulty'
 'Playable without Timed Input' 'Save Anytime' 'Stereo Sound'
 'Surround Sound' 'Steam Cloud' 'Family Sharing']",1560.3419690550934,1910.1011077230494,2256.9812018101734,
365960,300.44,280.02,258.37,669.0,646.0,524.0,0,29.99,5,,['Racing' 'Simulation' 'Sports'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'LAN PvP' 'Co-op'
 'Online Co-op' 'LAN Co-op' 'Steam Achievements' 'VR Supported'
 'Steam Workshop' 'Partial Controller Support' 'Steam Cloud' 'Stats'
 'Includes level editor' 'Family Sharing']",229.0667766386173,298.998346931766,429.9194760576052,
3092660,968.07,814.36,856.09,3058.0,2121.0,3004.0,1,,5,,['RPG' 'Free To Play'],['Single-player' 'Captions available' 'In-App Purchases'],646.935053447538,954.114798832459,1639.7985269958988,
429790,174.37,154.39,141.6,260.0,240.0,253.0,1,,5,,"['Action' 'Adventure' 'Casual' 'Free To Play' 'Indie'
 'Massively Multiplayer' 'RPG']","['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'In-App Purchases']",123.44156950336352,158.66139303423816,231.1244363999656,
861650,204.52,236.28,280.31,389.0,463.0,504.0,0,9.99,5,,['Indie' 'Simulation' 'Sports' 'Strategy'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Family Sharing']",212.7422101903205,297.716125259302,426.62774512052033,
364360,341.41,348.34,367.45,675.0,607.0,688.0,0,59.99,5,,['Action' 'Strategy'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'LAN PvP' 'Co-op'
 'Online Co-op' 'LAN Co-op' 'Steam Achievements' 'Steam Trading Cards'
 'Steam Workshop' 'Camera Comfort' 'Custom Volume Controls'
 'Adjustable Difficulty' 'Playable without Timed Input' 'Save Anytime'
 'Stereo Sound' 'Surround Sound' 'Family Sharing']",318.4396934480661,414.67050159637455,536.2552499027017,
2551020,956.98,1023.15,894.62,2084.0,2004.0,1492.0,1,,5,,['Action' 'Indie' 'Simulation' 'Strategy' 'Free To Play'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'In-App Purchases' 'Steam Cloud' 'Stats']",674.2662280197399,952.5024574616399,1246.5439145464848,
2253720,149.2,140.65,129.51,212.0,197.0,193.0,1,,5,,['Massively Multiplayer' 'Simulation' 'Strategy' 'Free To Play'],"['Multi-player' 'MMO' 'Cross-Platform Multiplayer' 'Steam Achievements'
 'In-App Purchases']",113.82245761082687,144.08793579564463,183.09532559524544,
8500,3724.0,3949.82,3369.42,5336.0,6673.0,5036.0,1,,5,,['Action' 'Massively Multiplayer' 'RPG' 'Strategy' 'Free To Play'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Trading Cards' 'Adjustable Text Size' 'Color Alternatives'
 'Custom Volume Controls' 'Stereo Sound' 'Surround Sound']",2530.578862308068,3352.7618695729143,4601.559211671217,
314650,146.91,143.34,147.76,241.0,245.0,222.0,0,29.99,5,,['Casual' 'Indie' 'Simulation' 'Early Access'],"['Single-player' 'Tracked Controller Support' 'VR Support'
 'Steam Workshop' 'Steam Workshop' 'Partial Controller Support'
 'Family Sharing']",153.8378402562996,171.97319485985926,213.60391861045096,
2763740,14651.74,13699.14,12089.87,20444.0,19456.0,15971.0,1,,5,,['Casual' 'Indie' 'Simulation' 'Free To Play'],['Single-player' 'In-App Purchases'],7987.544139941334,11048.382833604579,15027.280378008583,
1822450,6.51,5.8,6.09,21.0,15.0,17.0,0,11.99,5,,['Indie' 'Racing' 'Simulation'],"['Single-player' 'Camera Comfort' 'Custom Volume Controls'
 'Keyboard Only Option' 'Playable without Timed Input' 'Save Anytime'
 'Stereo Sound' 'Partial Controller Support' 'Family Sharing']",4.300447798647846,6.972239630987226,44.11975779243007,
232090,2952.36,4111.57,5635.3,5230.0,5508.0,7271.0,0,,5,,['Action'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Steam Trading Cards'
 'Steam Workshop' 'In-App Purchases' 'Valve Anti-Cheat enabled'
 'Includes level editor' 'Remote Play on Tablet' 'Remote Play on TV'
 'Family Sharing']",2808.638262538823,5150.848326580379,9098.496091146384,
238320,218.38,276.0,397.4,426.0,835.0,797.0,0,14.99,5,,['Action' 'Adventure' 'Indie'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Captions available' 'Steam Cloud'
 'Remote Play on TV' 'Family Sharing']",218.42372792686837,385.1772460623306,583.525679957243,
1364210,176.09,165.04,177.0,384.0,343.0,409.0,0,,5,,['Casual' 'Simulation'],"['Single-player' 'Steam Achievements' 'Steam Trading Cards'
 'Steam Workshop' 'Steam Cloud' 'Family Sharing']",159.87851486733595,203.2274105904318,297.36637764823337,
916440,3730.48,3464.85,3146.97,8666.0,7579.0,6612.0,0,14.99,5,,['Simulation' 'Strategy'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Steam Trading Cards' 'Captions available']",2213.3022795718425,3449.250518398657,5520.388406466903,
1063730,5914.14,5328.53,6042.29,9633.0,9253.0,10969.0,0,,5,,['Action' 'Adventure' 'Massively Multiplayer' 'RPG'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'In-App Purchases' 'Adjustable Text Size'
 'Camera Comfort' 'Chat Speech-to-text' 'Chat Text-to-speech'
 'Color Alternatives' 'Custom Volume Controls' 'Keyboard Only Option'
 'Playable without Timed Input' 'Save Anytime' 'Stereo Sound'
 'Subtitle Options' 'Surround Sound' 'Partial Controller Support']",4513.028422224812,6332.6289582340005,8841.217456886938,
1048370,237.36,219.95,197.57,342.0,284.0,267.0,1,,5,,['Casual' 'Indie' 'Simulation' 'Free To Play'],['Single-player' 'In-App Purchases' 'Steam Cloud'],159.2980254274609,198.01083274860486,265.32986955970034,
673950,300.32,297.99,339.06,571.0,592.0,623.0,0,19.99,5,,['Casual' 'Indie' 'Simulation'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Shared/Split Screen Co-op' 'Shared/Split Screen' 'Steam Achievements'
 'Full controller support' 'Steam Trading Cards' 'Steam Cloud'
 'Remote Play on Phone' 'Remote Play on Tablet' 'Remote Play on TV'
 'Remote Play Together' 'Family Sharing']",258.45453559568114,365.90022406815723,511.83751446716974,
402840,199.37,191.91,185.88,257.0,243.0,242.0,1,,5,,['Casual' 'Free To Play' 'Indie'],['Single-player' 'Steam Achievements' 'Steam Trading Cards'],181.25522020176513,207.66648444999936,257.03264832992033,
2849080,311.96,349.68,366.56,905.0,833.0,798.0,0,,5,,['Indie' 'Strategy'],"['Single-player' 'Steam Achievements' 'Partial Controller Support'
 'Steam Cloud' 'Family Sharing']",262.16056053697986,399.57816319928844,649.6845036497294,
1761390,326.11,290.17,339.63,505.0,477.0,492.0,0,39.39,5,,['Action'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Captions available' 'Steam Cloud' 'Stats'
 'Family Sharing']",267.4829664884,361.6441333993232,533.1624050618142,
427410,2720.21,1491.85,6591.78,7568.0,3089.0,29195.0,0,34.99,5,,['Action' 'Adventure' 'RPG' 'Simulation'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op' 'LAN Co-op'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Full controller support' 'Steam Trading Cards' 'Adjustable Text Size'
 'Camera Comfort' 'Custom Volume Controls' 'Adjustable Difficulty'
 'Playable without Timed Input' 'Save Anytime' 'Stereo Sound'
 'Subtitle Options' 'Surround Sound' 'Family Sharing']",1265.6787803070117,2465.0533997693055,12145.071423899693,
311560,259.23,180.57,258.77,680.0,401.0,537.0,0,5.99,5,,['Action' 'Adventure'],"['Single-player' 'Steam Achievements' 'Custom Volume Controls'
 'Adjustable Difficulty' 'Mouse Only Option' 'Save Anytime' 'Stereo Sound'
 'Surround Sound' 'Partial Controller Support']",215.6973615322681,309.16588515705234,487.13096095497644,
502520,463.17,451.25,458.26,712.0,708.0,723.0,0,,5,,['Indie' 'Simulation' 'Strategy'],"['Single-player' 'Steam Achievements' 'Steam Trading Cards'
 'Family Sharing']",385.8397349721683,495.1751262983128,582.031740773463,
2996040,107.97,105.49,128.53,320.0,308.0,261.0,0,29.99,5,,['Action' 'Adventure' 'Indie' 'RPG' 'Strategy'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Shared/Split Screen Co-op' 'Shared/Split Screen'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Full controller support' 'Steam Cloud' 'Remote Play Together'
 'Family Sharing']",106.95198747014432,162.5704731541716,292.2173350857616,
2252570,47206.27,49524.38,46663.69,75084.0,83360.0,74890.0,0,,5,,['Simulation' 'Sports' 'Strategy'],"['Single-player' 'Multi-player' 'Steam Achievements' 'Steam Cloud'
 'Family Sharing']",41002.23079443937,48818.58896803048,59910.467497340054,
2378900,417.29,314.41,304.77,805.0,545.0,499.0,0,11.99,5,,['Adventure' 'RPG' 'Early Access'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Steam Cloud' 'Family Sharing']",232.4079286118819,326.40710706913774,451.5938500293411,
2440510,907.46,854.55,776.24,3270.0,1602.0,1470.0,0,69.99,5,,['Racing'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Full controller support' 'Steam Trading Cards' 'Family Sharing']",347.09101386772727,737.4837263453566,995.8973014053956,
2169200,912.18,855.82,863.32,2097.0,1809.0,1765.0,0,49.99,5,,['Action' 'Adventure'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Steam Achievements' 'Steam Trading Cards'
 'Adjustable Text Size' 'Camera Comfort' 'Color Alternatives'
 'Adjustable Difficulty' 'Keyboard Only Option'
 'Playable without Timed Input' 'Save Anytime' 'Subtitle Options'
 'Surround Sound' 'Partial Controller Support' 'Steam Cloud'
 'HDR available' 'Family Sharing']",763.1854391894134,950.3609977221727,1474.8045945903898,
438100,37307.95,38361.5,38787.16,55832.0,55762.0,57254.0,1,,5,,"['Adventure' 'Casual' 'Massively Multiplayer' 'Simulation' 'Sports'
 'Free To Play' 'Early Access']","['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Full controller support'
 'Tracked Controller Support' 'VR Supported' 'In-App Purchases']",31908.323584125446,40301.64038205764,48485.47266839465,
1267910,5287.33,4304.92,4428.85,7305.0,5616.0,5497.0,0,9.99,5,,['Adventure' 'Casual' 'Indie' 'RPG'],"['Single-player' 'Steam Achievements' 'Steam Trading Cards'
 'Family Sharing']",3065.7640804303383,4463.535978185339,6846.488513003469,
1574360,788.22,736.5,688.39,1076.0,979.0,911.0,1,,5,,"['Adventure' 'Massively Multiplayer' 'RPG' 'Simulation' 'Strategy'
 'Free To Play']","['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'In-App Purchases']",525.0834032779145,669.8753103246481,898.9640412012332,
1253920,178.56,190.35,234.49,283.0,396.0,416.0,0,24.99,5,,['Action' 'Adventure' 'Indie' 'RPG'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Steam Cloud' 'Remote Play on Tablet'
 'Family Sharing']",196.77830074442298,259.07874228906655,383.1951043625327,
412220,2474.0,2376.11,2268.72,4641.0,5220.0,4112.0,1,,5,,['Action' 'Indie' 'Free To Play'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op' 'LAN Co-op'
 'Cross-Platform Multiplayer' 'Includes level editor']",1801.9022020927375,2496.4064206367034,3539.1606760381123,
1702760,1.9,1.96,1.78,9.0,7.0,10.0,1,,5,,['Adventure' 'Indie' 'RPG' 'Simulation' 'Free To Play'],"['Single-player' 'Multi-player' 'MMO' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'In-App Purchases']",1.2073852521554715,1.98663253201087,9.00614758446487,
1677280,2925.32,2692.66,2648.67,5930.0,4972.0,4642.0,0,23.99,5,,['Action' 'Strategy'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Steam Trading Cards' 'Steam Workshop' 'Stats'
 'Family Sharing']",2071.0620353653076,2851.9093156094245,3718.3109584525996,
287700,1505.22,2066.8,2180.72,2281.0,3716.0,3293.0,0,,5,,['Action' 'Adventure'],"['Single-player' 'Multi-player' 'Steam Achievements'
 'Full controller support' 'Steam Trading Cards' 'Captions available'
 'In-App Purchases' 'Steam Cloud' 'Steam Leaderboards'
 'Remote Play on Phone' 'Remote Play on Tablet' 'Remote Play on TV'
 'Family Sharing']",1498.1233593611248,2121.5902832112783,3251.5832739309044,
1159690,136.8,140.98,109.31,350.0,391.0,265.0,0,14.99,5,,['Action' 'Adventure' 'Indie' 'RPG' 'Simulation'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Steam Achievements' 'Steam Trading Cards'
 'Partial Controller Support' 'Steam Cloud' 'Family Sharing']",108.98190244962242,170.08211844348534,259.3246296019673,
1124300,490.36,479.84,535.04,929.0,891.0,1042.0,0,49.99,5,,['Strategy'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Steam Achievements'
 'Steam Trading Cards' 'Steam Cloud' 'Includes level editor'
 'Family Sharing']",442.1095841257542,594.744094169916,797.4565076279314,
2402710,219.5,225.36,214.89,291.0,316.0,277.0,1,,5,,['Indie' 'Strategy' 'Free To Play' 'Early Access'],['Single-player' 'Steam Achievements' 'In-App Purchases' 'Steam Cloud'],203.58629221207607,227.17207423433874,272.32666642817804,
2580190,135.57,132.9,132.48,212.0,206.0,228.0,1,,5,,['Free To Play' 'Utilities'],[],124.58621466189477,155.73920810299163,181.90953779826518,
1201240,1487.91,1467.96,1945.93,3003.0,2870.0,5145.0,1,,5,,['Action' 'Casual' 'RPG' 'Free To Play'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'In-App Purchases'
 'Partial Controller Support']",1241.5896060698246,1936.9547721589056,2649.3461538602105,
1546320,2656.42,3293.13,2993.55,3184.0,4019.0,3532.0,1,,5,,['RPG' 'Free To Play'],['Single-player' 'Steam Achievements' 'In-App Purchases' 'Steam Cloud'],2091.326924230995,2878.5172218935973,4587.721755185629,
1089980,105.67,143.88,190.26,242.0,256.0,301.0,0,5.99,5,,['Adventure' 'Casual' 'Indie'],"['Single-player' 'Steam Achievements' 'Captions available'
 'Remote Play on Phone' 'Remote Play on Tablet' 'Family Sharing']",139.23017815287093,203.33100268821286,325.3466158547429,
1057090,816.14,791.22,715.33,2070.0,1921.0,1581.0,0,,5,,['Action'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Cloud' 'Remote Play on Phone' 'Remote Play on Tablet'
 'Remote Play on TV' 'HDR available' 'Family Sharing']",509.7134835023559,764.037427703825,1220.6189119608337,
690790,823.57,759.15,744.55,1486.0,1408.0,1281.0,0,19.99,5,,['Racing' 'Simulation' 'Sports'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Steam Achievements'
 'Full controller support' 'VR Supported' 'Steam Cloud'
 'Valve Anti-Cheat enabled' 'Family Sharing']",584.9836004144302,776.4233201685884,964.3261471003902,
320,140.69,164.39,140.39,260.0,281.0,269.0,0,,5,,['Action'],"['Multi-player' 'Custom Volume Controls' 'Playable without Timed Input'
 'Stereo Sound' 'Surround Sound' 'Valve Anti-Cheat enabled'
 'Includes Source SDK' 'Family Sharing']",127.03672335360054,167.17046044734457,228.95774834612592,
780290,431.27,497.72,477.98,964.0,999.0,965.0,0,34.99,5,,['Adventure' 'RPG' 'Strategy'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Full controller support' 'Steam Trading Cards' 'Steam Workshop'
 'Steam Cloud' 'Includes level editor' 'Family Sharing']",366.4942462145354,542.5371084036288,768.4185159263282,
1724190,110.79,116.15,163.62,179.0,165.0,522.0,1,,5,,['Casual' 'Indie' 'Free To Play' 'Early Access'],['Single-player'],115.8464605796372,168.53763885992325,247.74868537232894,
